event_id,user_id,session_id,timestamp,event_type,voice_volume_db,asset_used,x_coord,y_coord
12262114-e9aa-4de7-83a1-91a94e949c3e,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:13:54.724980,wave,47.8,paintbrush,28.87,63.39
9ffbb2f2-0d96-4354-81d4-5cda79222db9,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:14:20.724980,explore,32.5,flower,95.94,26.2
0805d670-1187-46d3-8881-9bd0d889ad1c,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:14:46.724980,explore,42.7,flower,6.04,60.99
04e78aa9-00cc-479d-9676-b751a2d0684a,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:14:53.724980,explore,43.7,paintbrush,54.46,55.15
1df97617-b916-4639-a00f-728cde4d3ea2,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:15:08.724980,explore,30.4,cube,8.11,87.49
009623b2-5b05-488f-b081-c795779329ee,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:15:27.724980,explore,39.3,cube,37.56,70.76
294e71d0-aece-498d-bb75-799f32c26afe,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:15:46.724980,explore,48.6,cube,89.77,67.97
e1c633a3-1a56-4976-8622-e75b857f89db,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:16:03.724980,explore,44.3,paintbrush,22.79,67.34
fb9a830e-470d-4a2b-9cea-3c2917651119,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:16:18.724980,explore,41.3,flower,56.06,43.11
bb6385e1-52ec-4325-a90f-5e1293f62f0e,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:16:37.724980,explore,45.5,paintbrush,37.85,5.09
1c34e8fd-8c0e-4e87-a292-e064102e582c,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:16:46.724980,wave,42.1,cube,46.31,93.82
41d31991-3b87-4335-a532-f73241b5e5a8,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:17:12.724980,wave,34.9,flower,90.47,73.21
dd17c59d-773e-40c1-a4bc-0d0e34d51273,ce591750-da43-494a-9306-5232a377aa9a,546368e6-e840-40e5-966e-76c9a5f21eea,2026-01-07 20:17:21.724980,explore,37.0,cube,81.74,83.86
6206ec86-b093-401e-b71c-9784a83051c3,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:14:17.724980,explore,45.4,cube,86.39,47.3
d596b705-e73c-4717-9e4a-4140f87b74ea,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:14:41.724980,spawn_object,32.3,cube,42.36,69.78
c7f19b56-c54b-4419-853e-34adf97c1474,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:15:07.724980,wave,34.5,flower,96.18,32.34
9e4001c1-a2b3-457c-a366-084fe841450c,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:15:17.724980,spawn_object,42.3,flower,51.79,43.34
7e8a62fe-ab1b-4e6c-9efd-0773c59299b5,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:15:39.724980,explore,34.6,flower,78.68,82.7
fc7c5869-a442-4a72-a85a-79f04fd17415,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:16:08.724980,spawn_object,44.6,flower,12.48,77.93
cf623ae7-0fac-48ad-8bd4-5650a1230e39,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:16:22.724980,wave,45.1,cube,77.88,49.94
74ba1103-a2b3-4d9e-b22c-1d16e63a5f58,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:16:28.724980,spawn_object,45.1,cube,15.94,98.29
7edde7a3-20a8-4941-85de-3b5a49b21c24,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:16:47.724980,explore,44.4,cube,63.21,90.1
afc0bbf5-c8e5-4f22-a013-3e2a42e934f3,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:17:14.724980,explore,44.3,cube,17.03,39.45
f9a6047a-81b6-4920-91a0-fdfd55791b8e,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:17:19.724980,spawn_object,35.0,flower,14.42,7.34
1c872637-cbe5-4b07-88a4-c6e95369f21a,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:17:25.724980,explore,43.2,flower,5.87,10.45
144824cc-46ff-4b55-ab4b-8c63bc680ef8,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:17:37.724980,explore,45.5,cube,19.25,22.59
d37b2812-3966-40d8-8143-8c8b4d3eca5a,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:17:48.724980,explore,37.6,cube,2.38,9.18
040224ba-6a7c-4054-9fe0-3d00d6c88c79,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:18:13.724980,explore,43.0,cube,80.08,84.37
d5f41685-1312-480f-a217-9208722f0c27,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:18:28.724980,wave,28.8,cube,49.61,89.28
e4c97da7-b4b0-4410-ab08-cffffde31da8,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:18:44.724980,wave,34.8,flower,19.26,98.92
4801ef13-cbbb-4a2b-9972-a9be04bb04c6,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:18:58.724980,wave,48.0,flower,25.16,51.08
e5446469-6ee0-4d1e-8ee6-da716f809da4,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:19:27.724980,explore,41.4,cube,22.68,74.94
f2bcd581-f0ef-411f-840b-9a3737c404ca,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:19:55.724980,explore,39.4,flower,27.08,50.93
44b6fc86-f70f-496b-b9b5-749cfa3bfabb,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:20:23.724980,explore,26.2,flower,56.87,57.44
1295242b-3aa0-4536-a9eb-8b67af4fb74c,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:20:28.724980,spawn_object,38.6,cube,62.75,38.0
27541400-e26f-478a-967b-a505e2a88d23,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:20:38.724980,spawn_object,35.9,paintbrush,11.81,56.66
04a67e55-24d7-419a-bda3-4ccaf66dd0fb,5d377215-6821-45d5-8ff2-d2185fd436e5,cd2c927d-bed8-4f14-aaa6-0589837381ca,2026-01-08 00:21:08.724980,explore,36.9,flower,1.06,48.9
c404c15c-0838-4484-a0a7-ca191166d79e,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:44:17.724980,wave,31.9,cube,12.92,23.89
4b5973cf-d39d-4d16-ba2a-4a9483814456,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:44:39.724980,explore,41.3,cube,70.72,37.2
06ad6680-cc10-49cd-bc31-aa9a12f4224f,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:44:55.724980,wave,42.7,cube,60.67,50.54
c0fbf44a-efc5-4220-85c8-4713575a67f0,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:45:08.724980,explore,35.4,paintbrush,45.78,32.72
dc1bf464-7b28-438c-9d91-c39088f00e12,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:45:14.724980,explore,31.9,flower,95.66,79.47
2bd024bd-0722-47d5-830c-ca558a60f784,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:45:39.724980,explore,39.3,flower,22.34,25.27
464e0336-f5fd-413e-9c89-161f4bb51782,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:45:52.724980,spawn_object,34.5,cube,84.4,76.14
e260fa38-c5c6-4b96-a165-6e2a6dfd01ab,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:46:02.724980,wave,44.3,cube,89.42,71.33
ba866387-d21c-42fc-b0de-4d5ad2440f3d,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:46:15.724980,wave,47.2,flower,9.23,0.19
dd507735-17af-4984-aa1b-1a60a5ef05f7,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:46:23.724980,explore,49.7,flower,81.66,6.27
23c8e8bf-99ae-43fc-92aa-ce2722e90b46,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:46:31.724980,explore,49.5,flower,62.33,85.68
5ea80fd5-7317-4f8f-aca1-b7edd29862a2,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:46:45.724980,explore,36.8,paintbrush,56.2,75.16
885a25a5-4f81-48af-964c-cab6174dcd92,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:46:54.724980,wave,34.1,cube,11.63,15.11
7d9e9cac-824b-4698-b08a-a9ba1823e5dc,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:47:22.724980,explore,38.2,paintbrush,90.59,1.19
06802843-f1ef-40a9-9363-e11af57ae294,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:47:40.724980,wave,41.2,flower,46.87,86.97
03d10fe4-3e28-4261-b43a-5df6aa49ab2b,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:47:48.724980,explore,31.2,flower,66.89,1.81
bbde0434-f091-4c0f-b113-6686d295d00b,2c12b0c1-97ef-435f-81c4-a8b2011c7d33,64f8fc71-a5fd-4433-b375-f6984cce61d8,2026-01-08 05:47:56.724980,explore,38.0,paintbrush,71.15,72.48
